,"1. Următoarele/ următoarea afirmații cu privire la fiziologia respirației sunt adevărate:
",,,,
TRUE,"   4. In cursul sarcinii, debitul cardiac (DC) creşte de 30-50% începând cu săptămâna a 6-a de sarcină atingând un vârf în săptămâna 16-28.
",,,,
FALSE,"   5. Melasma (“masca sarcinii”), pigmentarea maronie pe frunte şi pe eminenţele malare, este foarte rar întâlnită în sarcină.
",,,,
TRUE,"   6. La naştere, copilul cântăreşte 3-3,5 kg şi aproape 50 cm lungime.
",,,,
FALSE,"   7. Extrasistolele atriale sau ventriculare sunt un fenomen patologic în cursul sarcinii.
",,,,
FALSE,"   8. În cursul sarcinii motilitatea gastro-intestinală crește deoarece nivelele crescute de progesteron relaxează musculatura netedă de la acest nivel.
",,,,
TRUE,"   9. Prezenţa surfactantului alveolar creşte şansa de supravieţuire a nou-născutului prin reducerea tensiunii superficiale de la nivelul alveolelor.
",,,,
TRUE,"   10. In luna a 8-a, plămanii încep să producă surfactant alveolar necesar funcţionării normale a plămanilor după naştere.
",,,,
FALSE,,,,,
FALSE,"296. La declanşarea naşterii participă mai mulţi hormoni printre care:
",,,,
FALSE,"   1. prolactina
",,,,
TRUE,"   2. prostaglandinele
",,,,
FALSE,"   3. cortizonul
",,,,
FALSE,"   4. TSH
",,,,
TRUE,"   5. catecolaminele
",,,,
TRUE,"   6. relaxina
",,,,
FALSE,"   7. HGG
",,,,
TRUE,"   8. estrogenii
",,,,
TRUE,"   9. progesteronul
",,,,
FALSE,"   10. presiunea capului fetal
",,,,
FALSE,,,,,
FALSE,"297. Selectaţi modificările fiziologice ale organismului matern în sarcină:
",,,,
FALSE,"   1. cantitatea de hemoglobină este scăzută prin concentrare
",,,,
TRUE,"   2. placenta mai produce un hormon similar cu ACTH care creşte funcţia glandei suprarenale
",,,,
TRUE,"   3. Se produce de către placentă un hormon similar cu TSH care determină creşterea funcţiei tiroidiene însoţită de hipertiroidism
",,,,
FALSE,"   4. debitul cardiac (DC) creşte de 30-70% începând cu săptămâna a 6-a de sarcină
",,,,
FALSE,"   5. in cursul trimestrului II de sarcina, în mod obişnuit, presiunea sanguină creste
",,,,
FALSE,"   6. funcţia renală, ca şi cea cardiacă, nu se modifică în funcţie de postura din cursul sarcinii
",,,,
FALSE,"   7. Sarcina nu afectează transportul bilei
",,,,
TRUE,"   8. se înregistrează creşteri ale pH-ului plasmatic
",,,,
TRUE,"   9. motilitatea gastro-intestinală scade
",,,,
TRUE,"   10. se înregistrează creşterea progresivă a nivelelor fosfatazei alcaline în timpul celui de-al treilea trimestru de sarcină
",,,,
FALSE,,,,,
FALSE,"298. Este adevărat că:
",,,,
TRUE,"   1. La embrion sunt prezente tiroida şi paratiroidele
",,,,
FALSE,"   2. Sistemul nervos fetal nu se dezvoltă continuu pe tot parcursul vieţii intrauterine
",,,,
FALSE,"   3. In timpul celui de-al treilea trimestru de sarcină ţesutul adipos al fătului nu este aşa de bine reprezentat
",,,,
TRUE,"   4. La sfârşitul primului trimestru de sarcină, embrionul care acum se numeşte făt
",,,,
FALSE,"   5. La sfârşitul primului trimestru de sarcină, embrionul are o lungime de 17-18 cm.
",,,,
FALSE,"   6. La 6-8 săptămâni de viata intrauterina inima începe să bată
",,,,
TRUE,"   7. La aproximativ o săptămână de la nidare începe dezvoltarea sistemului nervos
",,,,
TRUE,"   8. Embrionul se găseşte într-o cameră cu pereţi dubli ataşată endometrului uterin prin placentă
",,,,
FALSE,"   9. In amnios embrionul este legat de placenta doar prin venele ombilicale,
",,,,
TRUE,"   10. La sfârşitul celui de- al doilea trimestru de sarcină fătul are o lungime de 25-37 cm
",,,,
FALSE,,,,,
FALSE,"299. Somatomamotropina corionică umană:
",,,,
FALSE,"   1. nivelul său plasmatic fiind în corelaţie cu greutatea fătului
",,,,
TRUE,"   2. stimulează lipoliza
",,,,
FALSE,"   3. este un hormon produs permanent ȋn organism, dar sinteza lui creşte în timpul sarcinii
",,,,
FALSE,"   4. stimulează creşterea placentei
",,,,
FALSE,"   5. are activitate lactogenă acţionând antagonic cu prolactina
",,,,
TRUE,"   6. se găseşte în plasma maternă începând cu săptămâna a 4-a de sarcină
",,,,
TRUE,"   7. Are rol anabolizant pentru mamă
",,,,
FALSE,"   8. Stimulează acţiunile insulinei
",,,,
TRUE,"   9. Este un indicator al funcţiei placentare
",,,,
TRUE,"   10. Se mai numeşte hormonul lactogen placentar
",,,,
FALSE,,,,,
FALSE,"300. Progesteronul:
",,,,
TRUE,"   1. inhibă răspunsurile imune materne la antigeni proveniţi de la făt
",,,,
TRUE,"   2. inhibă contracţiile uterine
",,,,
FALSE,"   3. stimulează centrii respiratori fetali
",,,,
FALSE,"   4. inhibă dezvoltarea glandelor mamare
",,,,
TRUE,"   5. este hormonul responsabil de procesul de nidare
",,,,
TRUE,"   6. creşte ventilaţia mamei
",,,,
FALSE,"   7. scade sensibilitatea muşchiului uterin la relaxină
",,,,
FALSE,"   8. stimuleaza producţia de prostaglandine
",,,,
FALSE,"   9. creşte sensibilitatea muşchiului uterin la ocitocina
",,,,
TRUE,"   10. scade sensibilitatea muşchiului uterin la ocitocină
",,,,
FALSE,,,,,
FALSE,"301. Gonadotropină corionică umană:
",,,,
FALSE,"   1. are efect stimulator asupra secreţiei de LH
",,,,
TRUE,"   2. stimulează secreţia de progesteron şi estrogeni
",,,,
TRUE,"   3. atinge un nivel maximum la 9-12 săptămâni de gestatie
",,,,
FALSE,"   4. scade până la dispariţie în decurs de 12 ore dacă sarcina este oprită ȋn evoluţie
",,,,
TRUE,"   5. are rolul de a menţine funcţia corpului galben în timpul celor 14 zile de viaţă ale acestuia
",,,,
TRUE,"   6. este secretată de sinciţio-trofoblast
",,,,
FALSE,"   7. la făt, stimulează secreţia de DHEA-S de către medulosuprarenala fetală
",,,,
FALSE,"   8. stimulează funcţia glandei paratiroide
",,,,
TRUE,"   9. este primul indicator că sarcina este prezentă
",,,,
FALSE,"   10. inhibă producerea de relaxină
",,,,
FALSE,,,,,
FALSE,"302. Este adevărat că:
",,,,
TRUE,"   1. Stadiul luteal al ciclului ovarian urmează ovulaţiei.
",,,,
TRUE,"   2. FSH este necesar pentru continuarea maturării foliculului secundar.
",,,,
FALSE,"   3. În faza ovulatorie, FSH-ul determină ovulaţia
",,,,
TRUE,"   4. Celulele tecale produc androgen care este transformat în estradiol de către celulele granuloase
",,,,
FALSE,"   5. În faza luteală, corpul galben secretă estradiol si estronă
",,,,
FALSE,"   6. oocitul secundar este aspirat de către franjurii trompei uterine şi va parcurge o călătorie de 7-10 zile.
",,,,
TRUE,"   7. In momentul ovulaţiei, ovulul este eliberat exploziv în cavitatea pelvină
",,,,
FALSE,"   8. Perioada propice ovulaţiei este caracterizată prin creşterea bruscă de estradiol de către celulele foliculare
",,,,
FALSE,"   9. În faza menstruală, straturile superficiale ale endometrului sunt îndepărtate
",,,,
TRUE,"   10. Prima jumătate a ciclului ovarian este numită stadiul folicular
",,,,
FALSE,,,,,
FALSE,"303. Este adevărat că:
",,,,
TRUE,"   1. Creşterea LH ca răspuns la creşterea rapidă de estradiol reprezintă elementul declanşator al ovulaţiei
",,,,
FALSE,"   2. In fiecare ovar se găsesc un număr mare de foliculi primari care se atrofiază la sfȃrşitul pubertăţii
",,,,
TRUE,"   3. Nivelele de estradiol condiţionează feed-back-ul de dezvoltare a foliculului
",,,,
TRUE,"   4. Ambii hormoni gonadotropi sunt implicaţi în ciclul ovarian
",,,,
FALSE,"   5. Variaţiile sezoniere ale activităţii reproductive sugerează modularea prin melatonină deoarece rata concepţiei este mai crescută în lunile întunecate, iar secreţia de melatonină mai scăzută.
",,,,
TRUE,"   6. O scădere graduală a regularităţii ciclului conduce în final la menopauză
",,,,
FALSE,"   7. FSH stimulează metabolismul celulelor granuloase cu producere de acid piruvic
",,,,
FALSE,"   8. Inhibina reglează prin mecanism de feed-back secreţia de FSH, mecanism dependent de secreţia de LH
",,,,
TRUE,"   9. In timpul primei părţi a fazei foliculare, nivelele de estradiol cresc lent
",,,,
FALSE,"   10. In fiecare lună aproximativ 10000 de foliculi ovarieni vor începe să se dezvolte
",,,,
FALSE,,,,,
FALSE,"304. Estradiolul:
",,,,
TRUE,"   1. intensifică motilitatea cililor trompei uterine
",,,,
FALSE,"   2. determină scăderea sintezei a unor proteine circulante
",,,,
TRUE,"   3. determină creşterea grosimii endometrului
",,,,
FALSE,"   4. determină reabsorbţia de potasiu
",,,,
FALSE,"   5. stimulează proliferarea celulelor epiteliale vaginale şi transformarea la pubertate a epiteliului stratificat în epiteliu cuboidal care este mai rezistent la traumatisme
",,,,
TRUE,"   6. determină dezvoltarea uterină
",,,,
TRUE,"   7. stimulează producerea secreţiilor tubare
",,,,
TRUE,"   8. stimulează proliferarea celulelor epiteliale vaginale
",,,,
FALSE,"   9. determină închiderea tardivă a nucleilor de creştere epifizară
",,,,
FALSE,"   10. determină o scădere a vascularizaţiei fimbriilor
",,,,
FALSE,,,,,
FALSE,"305. Este adevărat că:
",,,,
FALSE,"   1. Spermatogeneza, producţia normală de spermatozoizi, este un proces discontinuu pe tot parcursul vieţii începând de la pubertate
",,,,
FALSE,"   2. Spermatocitele primare sunt celule diploide ce conţin 23 de cromozomi nepereche
",,,,
FALSE,"   3. Spermatogeneza normală presupune o temperatură cu 2-3 grade Celsius mai crescuta decât cea a organismului
",,,,
TRUE,"   4. Oprirea creşterii, la băieti, are loc prin aromatizarea testosteronului în estrogeni la nivelul cartilagiilor de creştere
",,,,
FALSE,"   5. In cursul ultimelor luni de dezvoltare intrauterină, testiculele coboară prin canalul pelvin
",,,,
FALSE,"   6. Spermatozoizii maturi sexual, mobili plutesc în epididim, structură care se găseşte la polul anterior al testiculului
",,,,
TRUE,"   7. testiculul secretă şi hormoni inhibitori (hormonul antimullerian) care va bloca formarea organelor sexuale feminine din canalul mullerian embrionar
",,,,
TRUE,"   8. bărbaţii cu defect de aromatază cresc nemăsurat, atingând talii impresionante
",,,,
TRUE,"   9. eliberarea de gonadotropine are loc ,la bărbat, relativ constantă pe parcursul a mai multor zile.
",,,,
TRUE,"   10. In jurul vârstei de 16 -17 ani, concentraţia plasmatică de testosteron este similară cu cea de la adult
",,,,
FALSE,,,,,
FALSE,"306. Progesteronul:
",,,,
TRUE,"   1. are efecte asupra glandei mamare inhibând secreţia lactată.
",,,,
TRUE,"   2. creşte apetitul
",,,,
FALSE,"   3. In perioada pubertară stimulează proliferarea condrocitară
",,,,
TRUE,"   4. are efecte asupra endometrului uterin, în cea de-a doua jumătate a ciclului sexual feminin
",,,,
TRUE,"   5. Induce tendinţa la somnolenţă
",,,,
FALSE,"   6. Este considerat hormonul feminităţii
",,,,
TRUE,"   7. creşte excreţia de sodiu şi apă
",,,,
FALSE,"   8. La nivelul osului determină închiderea precoce a nucleilor de creştere epifizară
",,,,
FALSE,"   9. Induce sensibilitate scăzută a centrilor respiratori la stimularea cu bioxid de carbon.
",,,,
TRUE,"   10. Progesteronul determină creşterea temperaturii corpului cu 0,5 grade Celsius în faza luteală a ciclului utero-ovarian lunar
",,,,
FALSE,,,,,
FALSE,"307. Testosteronul:
",,,,
FALSE,"   1. stimulează reabsorbţia excesivă de sodiu
",,,,
TRUE,"   2. determină creşterea scrotului
",,,,
TRUE,"   3. difuzează liber prin membrana celulară
",,,,
FALSE,"   4. Inhibă hematopoieza
",,,,
FALSE,"   5. Inhibă diferenţierea canalelor wolfiene în epididim
",,,,
TRUE,"   6. stimulează ARN polimeraza şi sinteza de proteine
",,,,
FALSE,"   7. determină închiderea tardivă nucleilor de creştere epifizară
",,,,
FALSE,"   8. inhibă comportamentul agresiv.
",,,,
TRUE,"   9. în majoritatea celulelor este redus la dihidrotestosteron
",,,,
TRUE,"   10. stimulează creşterea foliculului pilos
",,,,
FALSE,,,,,
FALSE,"308. Somatostatinul:
",,,,
TRUE,"   1. Inhibă eliberarea de TSH de la nivel adenohipofizar
",,,,
FALSE,"   2. La nivel gastro-intestinal inhiba secreţia enzimelor pancreatice
",,,,
FALSE,"   3. Efectele sale majore sunt mediate prin stimularea secreţiei de insulină
",,,,
FALSE,"   4. în anumite condiţii, stimuleaza eliberarea de ACTH
",,,,
TRUE,"   5. se găseşte la nivelul sistemului nervos central şi periferic având rol de neurotransmiţător
",,,,
TRUE,"   6. La nivel gastro-intestinal determină secreţia de acid clorhidric şi pepsină
",,,,
TRUE,"   7. determină stimularea absorbţiei intestinale de glucoză
",,,,
TRUE,"   8. în anumite condiţii, inhibă eliberarea de prolactină
",,,,
TRUE,"   9. Este un puternic inhibitor hipotalamic al eliberării hormonului de creştere de la nivelul adenohipofizei
",,,,
FALSE,"   10. La nivel gastro-intestinal inhiba motilitatea şi absorbţie intestinală
",,,,
FALSE,,,,,
FALSE,"309. Este adevărat că:
",,,,
FALSE,"   1. Secreţia de glucagon este inhibată de aminoacizi
",,,,
TRUE,"   2. hiperpolarizarea membranară este un efect imediat ale insulinei
",,,,
FALSE,"   3. Glucagonul determină inhibarea lipolizei în ţesutul adipos
",,,,
TRUE,"   4. Agoniştii β-adrenergici stimulează secreţia de somatostatin
",,,,
TRUE,"   5. Adrenalina inhibă secreţia de somatostatin
",,,,
TRUE,"   6. Glucagonul stimulează secreţia de somatostatin
",,,,
FALSE,"   7. Nivelele de glucagon scad în cursul efortului
",,,,
TRUE,"   8. Acetilcolina stimulează secreţia de somatostatin
",,,,
TRUE,"   9. Celulele insulare specializate, numite celulele F, secretă un polipeptid cu 36 de aminoacizi
",,,,
FALSE,"   10. Glucagonul inhibă glicogenoliza hepatică
",,,,
FALSE,,,,,
FALSE,"310. Insulina:
",,,,
TRUE,"   1. Reduce rata eliberării glucozei din ficat
",,,,
TRUE,"   2. Stimulează sinteza de novo a AG şi transformarea AG în trigliceride la nivel hepatic
",,,,
TRUE,"   3. Reduce rata eliberării acizilor graşi liberi din ţesutul adipos
",,,,
FALSE,"   4. Inhibă transportul de aminoacizi liberi prin membrană în ficat şi muşchi
",,,,
FALSE,"   5. Creşte rata eliberării acizilor graşi liberi din ţesutul adipos
",,,,
TRUE,"   6. Creşte captarea glucozei în ţesuturi insulin-sensibile
",,,,
FALSE,"   7. Creşte rata eliberării glucozei din ficat
",,,,
TRUE,"   8. Stimulează transportul de aminoacizi liberi prin membrană în ficat şi muşchi
",,,,
FALSE,"   9. Inhibă sinteza de novo a AG şi transformarea AG în trigliceride la nivel hepatic
",,,,
FALSE,"   10. Scade captarea glucozei în ţesuturi insulin-sensibile
",,,,
FALSE,,,,,
FALSE,"311. Cortizolul:
",,,,
FALSE,"   1. inhibă lipoliza ceea ce duce la scaderea de acizi graşi liberi
",,,,
FALSE,"   2. menţine în limite fiziologice glicemia prin stimularea glicogenolizei
",,,,
FALSE,"   3. stimulează preluarea de glucoză şi aminoacizi în periferie
",,,,
TRUE,"   4. determină supresia imunităţii mediată celular, cu efecte importante asupra limfocitelor T şi B
",,,,
TRUE,"   5. inhibă migrarea polimorfonuclearelor neutrofile
",,,,
TRUE,"   6. inhibă eliberarea de peptide vasoactive
",,,,
TRUE,"   7. La nivelul muşchilor inhibă sinteza de proteine şi ruperea proteinelor cu punerea în libertate de aminoacizi
",,,,
FALSE,"   8. stimulează scaderea fibroblastelor
",,,,
TRUE,"   9. scade numărul limfocitelor circulante
",,,,
FALSE,"   10. inhibă la nivel hepatic sinteza unor enzime implicate în transaminarea aminoacizilor
",,,,
