TRUE,"5. Sunt constrictori sau dilatatori ai acestor orificii
"
TRUE,"6. Se mai numesc și mușchii mimicii
"
TRUE,"7. Sunt invervati de nervul facial
"
,"8. Nu controlează fizionomia
"
,"9. Sunt inervați de nervul oculomotor
"
,"10. Sunt bine delimitați
"
,
,"365. Muschiul temporal:
"
TRUE,"1. Face parte din muschii ridicatori ai mandibulei
"
TRUE,"2. Insertia de origine se realizeaza pe toata suprafata fosei temporale
"
,"3. Insertia terminala pe procesul zigomatic
"
,"4. Inervatia este asigurata de nervul temporal profund mijlociu ram din nervul bucal
"
TRUE,"5. Insertia terminala pe apofiza coronoida a mandibulei
"
,"6. Face parte din muschii coboratori ai mandibulei
"
,"7. Inervatia este asigurata de nervul temporal superficial anterior
"
,"8. Prezinta doua fete si 2 margini
"
TRUE,"9. Inervatia este asigurata de 3 nervi
"
TRUE,"10. Prezinta doua fete si 3 margini
"
,
,"366. Muschiul maseter:
"
,"1. Activitatea electrica este maxima cand mandibula este in repaus
"
TRUE,"2. Inervatia este realizata de nervul maseterin,ram din nervul mandibular
"
,"3. Marginea anterioara a muschiului maseter este acoperita de glanda parotida
"
,"4. Marginea anterioara nu vine in raport cu maxilarul si corpul mandibulei
"
TRUE,"5. Fata interna acopera ramura mandibulei,tendonul temp si buccinatorul
"
TRUE,"6. Situat pe ramura mandibulei,dedesubtul arcadei zigomatice
"
TRUE,"7. Muschiul maseter ridica mandibula
"
,"8. Muschiul maseter este format din 4 fascicule
"
TRUE,"9. Format din doua fascicule unul antero-extern si unul postero-intern
"
,"10. Inervatia este realizata de nervul facial
"
,
,"367. Muschiul pterigoidian intern:
"
TRUE,"1. Insertia terminala pe fata interna a unghiului mandibulei si pe fata interna a ramurii mandibulei
"
,"2. Este un muschi lung,gros,patrulater
"
TRUE,"3. Este un ridicator al mandibulei
"
,"4. Are raporturi inauntru cu muschiul pterigoidian extern
"
TRUE,"5. Se mai numeste si maseterul intern
"
TRUE,"6. Insertia de origine pe partea anterioara a lamei interne a apofizei pterigoide
"
,"7. Inervat de nervul pterigoidian extern
"
,"8. Este situat oblic pe fata externa a ramurii mandibulei
"
,"9. Insertia terminala pe fata externa a unghiului mandibulei si pe fata externa a ramurii mandibulei
"
TRUE,"10. Inervat de nervul pterigoidian intern
"
,
,"368. Muschiul pterigoidian extern:
"
TRUE,"1. Insertia de origine se realizeaza prin doua fascicule
"
TRUE,"2. Este un muschi,scurt,gros,situate in fosa zigomatica
"
TRUE,"3. Inervatia este asigurata de un ram din nervul bucal,ram din nervul mandibular
"
,"4. Insertia de origine se realizeaza prin trei fascicule
"
TRUE,"5. Insertia terminala pe foseta scafoida
"
,"6. Fata externa nu vine in raport cu muschiul maseter
"
TRUE,"7. Fata superioara vine in raport cu planseul fosei zigomatice
"
,"8. Insertia terminala pe fata interna a unghiului mandibulei si pe fata interna a ramurii mandibulei
"
TRUE,"9. Prezinta trei fete
"
,"10. Fata interna nu vine in raport cu nervul lingual
"
,
,"369. Muschiul occipital:
"
,"1. Marginea interna se insera pe apofiza mastoida a osului temporal
"
TRUE,"2. Fata profunda acopera bosa occipitala
"
,"3. Trage aponevroza epicranian in sus si indarat
"
TRUE,"4. Este situat pe partea superioara a occipitalului
"
TRUE,"5. Muschiul este inervat de ramura superioara a facialului
"
,"6. Fata anterioara sau superficiala acopera bosa occipitala
"
TRUE,"7. Trage aponevroza epicraniana in jos si indarat
"
,"8. Muschiul este inervat de ramura inferioara a facialului
"
TRUE,"9. Fata posterioara este acoperita de piele
"
,"10. Este situat pe partea inferioara a occipitalului
"
,
,"370. Muschiul orbicularul ochiului:
"
TRUE,"1. Posterior vine in raport cu muschiul sprancenos,artera supraorbitara si nervul supraorbitar
"
,"2. Partea lacrimala este formata din fibre inelare care a acopera fata anterioara a tarsului
"
TRUE,"3. Inconjoara circumferinta orbitei
"
,"4. Posterior,orbicularul ochiului vine in raport cu pielea
"
,"5. Este inervat de ramuri din nervul mandibular
"
TRUE,"6. Este inervat de ramurile temporala si zigomatica ale nervului facial
"
TRUE,"7. Portiunea palpebrala se imparte in 5 parti
"
,"8. Partea pretarsala are insertii anaologe cu portiunea preciliara
"
,"9. Anterior are raport cu artera supraorbitara
"
TRUE,"10. Joaca un rol important in expresia faciala
"
,
,"371. Muschiul sprancenos:
"
TRUE,"1. In fizionomie,muschiul sprancenos exprima durerea,nerabdarea,furia
"
,"2. Este inervat de ramura temporala (inferioara) a nervului facial
"
TRUE,"3. Se insera pe partea interna a arcadei sprancenoase
"
,"4. Contractia muschiului trage in sus si in exterior pielea sprancenei
"
,"5. Este acoperit de muschiul orbicular,temporal si de piramidal
"
,"6. Insertia de origine se face prin 5 fascicule
"
FALSE,"7. Se insera pe partea externa a arcadei sprancenoase
"
TRUE,"8. Este inervat de ramura temporala a nervului facial
"
TRUE,"9. Este separate de osul frontal prin artera supraorbitara si ramurile nervului frontal
"
TRUE,"10. Este acoperit de orbicular,frontal si piramidal
"
,
,"372. Muschiul buccinator:
"
,"1. Muschiul vine in raport cu nervul bucal,ram din nervul maxilar
"
TRUE,"2. Are insertii fixe
"
,"3. Fata interna a buccinatorului este acoperita indarat de apofiza coronoida
"
,"4. Aponevroza buccinatorului acopera partial suprafata externa
"
TRUE,"5. Se intinde in sens vertical de la marginea alveolara a maxilarului la marginea alveolara a mandibulei
"
,"6. Muschii buccinatori nu contribuie la formarea bolului alimentar
"
,"7. Rafeul pterigo-mandibular este o fasie de fibre musculare
"
TRUE,"8. Muschii buccinatori trag indarat comisura bucala,marind astfel diametrul transversal al gurii
"
TRUE,"9. Inervatia este asigurata de ramuri ale nervului facial
"
TRUE,"10. Fata externa este acoperita indarat de apofiza coronoida,tendonul temporalului si marginea anterioara a maseterului
"
,
,"373. Muschii regiunii anterioare a gatului sunt:
"
TRUE,"1. Marele drept anterior al capului
"
,"2. Muschiul mare oblic
"
TRUE,"3. Muschiul lung al gatului
"
,"4. Marele drept posterior al capului
"
,"5. Marele complex (semispinalis capitis)
"
,"6. Muschii interspinosi
"
TRUE,"7. Muschiul scalen anterior
"
TRUE,"8. Muschiul digastric
"
,"9. Muschiul scalen inferior
"
TRUE,"10. Muschiul omo-hioidian
"
,
,"374. Muschii scaleni:
"
,"1. Muschiul scalen posterior este cel mai mare si superficial dintre scaleni
"
TRUE,"2. Scalenul anterior se insera inferior pe marginea interna a primei coaste
"
,"3. Muschiul scalen mijlociu este inervat de ramurile ventrale ale ultimilor trei nervi spinali cervicali
"
,"4. Scalenul anterior este inervat din ramurile anterioare ale nervilor spinali cervicali VII, VIII, IX, X.
"
,"5. Muschiul scalen posterior este alcatuit din 3 fascicule
"
,"6. Scalenul anterior este acoperit in jos de vena supraclaviculara,vena jugulara externa
"
TRUE,"7. Muschiul scalen mijlociu este cel mai mare si mai lung
"
TRUE,"8. Scalenul posterior este inervat de ramurile ventral ale ultimilor trei nervi spinali cervicali
"
TRUE,"9. Scalenul anterior are raporturi cu vena subclaviculara,vena jugulara interna
"
TRUE,"10. Sunt situati in fundul fosei supraclaviculare,in partea antero-laterala a rahisului cervical
"
,
,"375. Muschiul omo-hiodian:
"
TRUE,"1. Face parte din grupul muschilor subhioidieni
"
TRUE,"2. Este un muschi digastric,lung si subtire
"
TRUE,"3. Este situat in partea laterala si inferioara a gatului
"
,"4. Muschiul omo-hioidian ridica osul hioid,ducandu-l putin indarat
"
TRUE,"5. Inervatia este asigurata de ansa hipoglosului
"
TRUE,"6. Coboara osul hiod
"
,"7. Prin fata externa are raporturi cu muschiul sterno-tiroidian si tiro-hioidian
"
,"8. Prin fata externa are raporturi cu marele dintat,muschii scaleni,vena jugurala interna
"
,"9. Prin fata interna are raporturi cu muschiul trapez
"
,"10. Muschiul se insera inferior pe marginea inferioara a omoplatului
"
,
,"376. Muschiul digastric:
"
,"1. Burta posterioara a digastricului este inervata de nervul milo-hiodian
"
TRUE,"2. Fata externa a digastricului este acoperita indarat de micul complex
"
TRUE,"3. Burta posterioara a digastricului este inervata de un ram din nervul facial
"
TRUE,"4. Burta anterioara se insera pe foseta digastrica
"
,"5. Burta anterioara a digastricului este inervata de un ram din nervul facial
"
,"6. Burta anterioara daca ia punct fix pe hyoid ridica mandibula
"
TRUE,"7. Burta posterioara a digastricului corespunde anterior lojei parotidiene
"
,"8. Contractia simultana a celor doua burti a muschiului digastric coboara osul hiod
"
,"9. Fata interna a digastricului este acoperita de micul complex si sternocleidomastoidian
"
TRUE,"10. Ocupa partea superioara si laterala a gatului
"
,
,"377. Muschiul milo-hioidian:
"
,"1. Are raport cu burta posterioara a digastricului si cu pielosul gatului
"
,"2. Este inervat de hipoglos
"
TRUE,"3. Are raport cu glanda submaxilara
"
,"4. Formeaza plafonul cavitatii bucale
"
TRUE,"5. Muschii milohioidieni ridica planseul bucal in timpul deglutitiei
"
,"6. Are raport cu glanda parotida,artera faciala
"
TRUE,"7. Are raport cu burta anterioara a digastricului si cu pielosul gatului
"
TRUE,"8. Este inervat de nervul milo-hioidian (ram din nervul alveolar inferior)
"
TRUE,"9. Formeaza planseul cavitatii bucale
"
,"10. Marginea sa anterioara este acoperita de glanda submandibulara
"
,
,"378. Muschiul sterno-cleido-mastoidian:
"
TRUE,"1. Fata interna acopera articulatia sterno-claviculara,artera carotida comuna si vena jugulara interna
"
TRUE,"2. Inervatia este dubla asigurata de nervul accesor (spinal) si plexul cervical profund
"
,"3. Are insertie pe extremitatea externa a claviculei
"
,"4. Inervatia muschiului este asigurata doar de nervul accesor
"
TRUE,"5. Este constituit din doua fascicule
"
,"6. Inervatia este asigurata de nervul facial
"
,"7. Fata interna este in raport cu pielosul gatului si cu aponevroza cervicala superficiala
"
TRUE,"8. Insertia fixa este pe stern
"
TRUE,"9. Fata externa este in raport cu pielosul gatului si cu aponevroza cervicala superficiala
"
,"10. Face parte din grupul muschilor suprahioidieni
"
,
,"379. Muschiul pielosul gatului:
"
,"1. Fibrele sale interne trag in sus tegumentele proeminentei mentoniere
"
,"2. Este situat la partea posterioara si superioara a gatului
"
TRUE,"3. Este situat intr-o dedublare a aponevrozei cervicale superficiale
"
TRUE,"4. Originea muschiului este pe stratul celular subcutanat care acopera umarul si partea cea mai ridicata a muschiului pectoral
"
TRUE,"5. Se mai numeste si Platysma
"
,"6. Are un rol fiziologic important
"
TRUE,"7. Inervatia este asigurata de facial
"
,"8. O parte din origine se afla pe muschiul mic pectoral
"
,"9. Fata sa interna este acoperita de piele
"
TRUE,"10. Marginea posterioara vine in raport cu muschiul risorius al lui Santorini
"
,
,"380. Muschii cefei:
"
,"1. Insertia muschiului mare oblic se face pe apofiza spinoasa a atlasului
"
TRUE,"2. Sunt dispusi pe 4 planuri
"
,"3. Micul drept posterior al capului este inervat de ramura anterioara a primului nerv cervical
"
TRUE,"4. Micul drept posterior al capului se insera pe fata laterala a tuberculului arcului posterior al atlasului
"
,"5. Planul complecsilor este reprezentat de muschii mare si mic complex
"
TRUE,"6. Planul profund cuprinde marele si micul drept posteriori ai capului
"
TRUE,"7. Muschiul mare drept posterior al capului este inervat de ramura posterioara a primului nerv cervical
"
,"8. Contractia simultana a muschilor drepti posteriori mari fac flexia capului
"
,"9. Fata posterioara a marelui oblic este acoperita doar de muschiul mic complex
"
TRUE,"10. Marele drept posterior al capului se insera pe apofiza spinoasa a axisului
"
,
,"381. Muschiul marele complex:
"
,"1. Corpul carnos al muschiului este format din trei fascicule,intern,median si extern
"
,"2. Actiunea muschiului este flexia capului
"
,"3. Inervatia este asigurata de nervul facial
"
TRUE,"4. Fata profunda vine in raport cu transverso-spinosul
"
,"5. Se insera superior pe apofizele articulare
"
TRUE,"6. Este situat in partea posterioara a gatului si superioara a trunchiului
"
,"7. Muschiul se termina pe creasta temporalului
"
TRUE,"8. Fata posterioara a marelui complex este acoperita superior de catre trapez
"
TRUE,"9. Se insera inferior pe apofizele transverse ale primelor cinci-sase vertebre toracice
"
TRUE,"10. Inervatia este asigurata de marele nerv occipital
"
,
,"382. Muschiul mic complex:
"
,"1. Face parte din planul superficial
"
TRUE,"2. Muschiul face extensia capului
"
,"3. Este situat pe partea anterioara a gatului
"
,"4. Are raport cu partea anterioara a digastricului
"
TRUE,"5. Este inervat de marele nerv occipital
"
TRUE,"6. Este inervat de ramurile posterioare ale primilor 3-4 nervi cervicali
"
TRUE,"7. Este situat intre marele complex si transversar
"
,"8. Muschiul mic complex se aplica prin fata sa externa la marele complex
"
TRUE,"9. Se intinde de la apofizele transverse ale ultimelor vertebre ale gatului la apofiza mastoida a temporalului
"
,"10. Muschiul face flexia capului
"
,
,"383. Muschiul transversul gatului:
"
TRUE,"1. Se intinde de la apofizele transverse ale vertebrelor toracice la apofizele transverse ale vertebrelor cervicale
"
TRUE,"2. Fata sa interna se aplica pe marele complex
"
TRUE,"3. Inervatia este asigurata de ramurile posterioare ale ultimilor nervi cervicali si ale primilor nervi dorsali
"
,"4. Este inervat de ramurile posterioare ale primilor nervi cervicali
"
,"5. Face parte din planul superficial
"
,"6. Muschiul face flexia capului si il inclina de aceeasi parte cu muschiul in contractie
"
TRUE,"7. Se insera inferior pe apofizele transverse ale primelor 5-6 vertebre toracice
"
,"8. Transversarul se insera superior pe apofizele transverse ale primelor 5-6 vertebre toracice
"
TRUE,"9. Actiunea muschiului este de a intinde coloanal vertebrala
"
,"10. Fata sa externa se aplica pe marele complex
"
,
,"384. Muschiul splenius:
"
TRUE,"1. Se insera intern pe ligamentul cervical posterior
"
TRUE,"2. Se insera intern pe apofizele spinoase ale primelor 4-5 vertebre toracice
"
,"3. Fata anterioara acopera trapezul
"
,"4. Fata posterioara este acoperita doar de sternocleidomastoidian
"
,"5. Face parte din planul I
"
,"6. Inervatia este asigurata de nervii toracici si lombari superiori
"
TRUE,"7. Se insera intern pe ligamentele supraspinoase
"
,"8. Poarta denumirea de Levator Scapulae
"
TRUE,"9. Este situat in partea posterioara a gatului si superioara a spatelui
"
TRUE,"10. Fata posterioara este acoperita de sternocleidomastoidian,trapez,angular si romboid
"
,
,"385. Muschiul cefei(planul III) :
"
,"1. Muschiul splenius este inervat de nervul angular
"
,"2. Cuprinde doi muschi,trapezul si angularul
"
TRUE,"3. Actiunea muschiului splenius este de extensie a capului
"
,"4. Aponevroza spleniusului si angularului are originea in ligamentul toracal posterior
"
TRUE,"5. Muschiul splenius a mai fost numit si mastoidian posterior
"
TRUE,"6. Fata externa a angularului este acoperita de sternocleidomastoidian,piele si trapez
"
,"7. Cuprinde trei muschi
"
,"8. Muschiul angular este inervat de ramurile nervilor spinali cervicali mijlocii
"
TRUE,"9. Muschiul angular este inervat de nervul angular
"
TRUE,"10. Cuprinde doi muschi,spleniusul si angularul
"
,
,"386. Planul superficial – muschii cefei:
"
TRUE,"1. Trapezul are inervatie dubla
"
TRUE,"2. Fata anterioara are raport cu marele complex,spleniusul si angularul
"
TRUE,"3. Fata posterioara a muschiului trapez are contact cu pielea
"
,"4. Este reprezentat de splenius
"
,"5. Este reprezentat de doi muschi
"
TRUE,"6. Este reprezentat de muschiul trapez
"
TRUE,"7. Muschiul trapez este inervat de ramura externa a nervului spinal
"
FALSE,"8. Muschiul trapez are inervatie unica
"
,"9. Muschiul trapez este inervat de marele nerv occipital
"
,"10. Unirea celor doi muschi trapezi formeaza un patrat
"
,
,"387. Muschii cefei:
"
TRUE,"1. Sunt dispusi pe patru planuri
"
